"0.101190781250611        2.01130808431454"
"0.124170778798393        2.01152529073461"
"0.143591074057026        1.98892211681239"
"0.160043055484060        2.01846962476300"
"0.184062824712157        2.02305959169681"
"0.204348276052918        2.00669493757003"
"0.220985668305621        2.00700902261047"
"0.240324145972154        2.02458815143532"
"0.261558375045078        2.01786063647910"
"0.280324687759736        2.02511330160758"
"0.300696676216207        2.04526891940310"
"0.321188430434160        2.04910611513716"
"0.340732422077831        2.06078722153220"
"0.360129467902665        2.03538635325187"
"0.381833350599665        2.05785849527679"
"0.402969474939366        2.06228420726017"
"0.422170958401619        2.06295909286284"
"0.440574786897276        2.05451838821578"
"0.463637167945994        2.05661820730087"
"0.483518390068614        2.09275104922175"
"0.503556151975812        2.09720850917110"
"0.524209344963152        2.09047310828509"
"0.541353550053380        2.11918334952880"
"0.561368007217861        2.11117690731117"
"0.583872314846609        2.11864656579057"
"0.601963455755132        2.10981401439129"
"0.624016588852377        2.13456677013164"
"0.641130586849461        2.14340706480906"
"0.664796915726990        2.15275395498019"
"0.681817449584873        2.15542407199717"
"0.703900468792616        2.15991192122821"
"0.722707538931977        2.17358041269407"
"0.742028456306859        2.19728366425247"
"0.760395179861889        2.20435892549777"
"0.780880601219186        2.20344364626752"
"0.803994115342980        2.24523703617671"
"0.822312289879807        2.24554621989179"
"0.841485478708139        2.24792952001580"
"0.860948638254969        2.27862182777829"
"0.883152801737570        2.29419099828722"
"0.901930172082168        2.27746880123298"
"0.924142431174547        2.30203229033877"
"0.942358850224006        2.30244977768999"
"0.964258123554693        2.32480291660607"
"0.984531101811229        2.36216004115002"
"1.00351742713697        2.36197694944248"
"1.02237798694206        2.37205193638847"
"1.04368182429902        2.37581545149959"
"1.06025260507275        2.39187549875859"
"1.08006061099803        2.43233471434948"
"1.10106132785097        2.44055457307183"
"1.12086861909096        2.46565701826550"
"1.14096053853624        2.48111835251386"
"1.16101160695891        2.48432936696121"
"1.18301832966653        2.51699222216866"
"1.20347356650594        2.50382017591575"
"1.22219092170337        2.54180329275209"
"1.24038371799838        2.57008175508682"
"1.26369013830859        2.55651996184019"
"1.28126870864321        2.59887054196459"
"1.30459138673926        2.61158210010278"
"1.32437486947485        2.63838002763551"
"1.34110793463789        2.63878120523937"
"1.36022022149509        2.65990326015585"
"1.38483866666797        2.69719221279891"
"1.40047559137812        2.71562003217744"
"1.42029944793830        2.73247605686270"
"1.44344001421627        2.74123655624409"
"1.46091484516021        2.75807923742335"
"1.48337100269346        2.78438016152604"
"1.50094225754296        2.80652406847395"
"1.52074005221260        2.84048428457170"
"1.54469578263783        2.85436073629235"
"1.56279193989876        2.89348607798065"
"1.58027166794158        2.89071671559486"
"1.60198456581064        2.90317929194626"
"1.62114918566355        2.96416580793221"
"1.64209244849004        2.97517332397518"
"1.66111124168978        2.98993986890510"
"1.68096598686864        3.00376838604699"
"1.70455758509496        3.05978648302214"
"1.72179651848067        3.08250868013170"
"1.74126233596386        3.08367468010032"
"1.76471899709348        3.11768491594147"
"1.78111812004933        3.14369323698647"
"1.80499604155318        3.17925577363974"
"1.82315825535988        3.18420736698243"
"1.84027094704903        3.23444322855336"
"1.86426864259847        3.25536583439199"
"1.88154034489654        3.28630931783670"
"1.90289193758698        3.28363812032316"
"1.92448039489073        3.32864563773539"
"1.94318765187411        3.33960878273783"
"1.96079122251496        3.39317828948198"
"1.98199928393170        3.41280417572900"
"2.00040293986260        3.44345716424571"
