"6.159778619413450E-004   2.31165353607398"
"2.381953813856546E-002   2.36236687296707"
"4.214840637008885E-002   2.32452623434933"
"6.046123154383248E-002   2.29522663769122"
"8.193170171427072E-002   2.27843560699483"
"0.100033868240848        2.35017494403394"
"0.121362026129376        2.29261380001293"
"0.141297369766526        2.36972989917689"
"0.164969716259010        2.28537864472205"
"0.184311221403709        2.34869785279996"
"0.203213551798352        2.27263183708719"
"0.222466559530735        2.28317817285080"
"0.242230092627083        2.30306818599614"
"0.264523977505682        2.38232748572004"
"0.282543212636592        2.37103272639853"
"0.301706603390532        2.35612193035579"
"0.322604195975048        2.38049833960362"
"0.343359281149280        2.40247133959639"
"0.362010488950418        2.31526311268015"
"0.382547854823177        2.35573584078481"
"0.400928739247075        2.41940064394041"
"0.421462974502351        2.40169470002188"
"0.442871061759097        2.42552842786740"
"0.461500882303556        2.35228845451521"
"0.481247245162436        2.40825222809065"
"0.501328795809553        2.43083890137220"
"0.522470393250180        2.36842364767718"
"0.542253349648831        2.42604112204772"
"0.561824476527632        2.47907919064062"
"0.583692650248504        2.45297189051516"
"0.603742788882967        2.41109007236340"
"0.623590237238099        2.44570127560307"
"0.640033811956369        2.50528267686427"
"0.661849029854916        2.47990969997036"
"0.682467331538924        2.53202700993046"
"0.704794962340796        2.55512869316262"
"0.721106342758518        2.57581891779406"
"0.744123070126499        2.52414895864295"
"0.763882019576870        2.50714286212230"
"0.784608185921523        2.51331144107819"
"0.804490608262802        2.61419397410734"
"0.821600419839276        2.61934181418609"
"0.840036138970545        2.61423105152257"
"0.863535145255200        2.57951882967821"
"0.883414094671391        2.60596481349008"
"0.900123045115832        2.67384164460668"
"0.922942372468164        2.67696970469110"
"0.942881784618159        2.73138433486798"
"0.960759094312937        2.72411636163326"
"0.981115473186398        2.73331631935926"
"1.00066109920336        2.71308013062501"
"1.02007159203134        2.77905768884914"
"1.04242199831696        2.75822748991166"
"1.06432070510784        2.81168606914251"
"1.08111680588103        2.76421017934001"
"1.10029987851666        2.78091033573893"
"1.12075078001000        2.87445675041826"
"1.14147981029258        2.84483692715703"
"1.16295913798777        2.93366153936117"
"1.18262931302023        2.87816659347908"
"1.20199033833176        2.91572748555540"
"1.22000291128636        2.98874885201770"
"1.24421204964026        2.96484661511925"
"1.26165747472648        2.99233098664014"
"1.28194529476043        2.95565086500059"
"1.30079576845169        3.08850329063826"
"1.32451980498739        3.10858205265973"
"1.34201590483089        3.06298252648736"
"1.36230345309560        3.14990674671304"
"1.38307001062935        3.14062694229913"
"1.40440405405499        3.19324190314929"
"1.42293982907516        3.12249293824762"
"1.44420131862980        3.18900488646513"
"1.46449994718819        3.19274554191891"
"1.48405092435405        3.29184221095907"
"1.50061155338132        3.30618165757329"
"1.52324620863769        3.34698997723151"
"1.54072940070914        3.37365968021568"
"1.56481371719099        3.40293320449685"
"1.58208395836970        3.33881171924926"
"1.60337156060456        3.38278182221628"
"1.62468157775000        3.46596246424090"
"1.64358111749016        3.48435761925382"
"1.66199662888244        3.50164251738410"
"1.68426430986243        3.48362488008619"
"1.70433483697300        3.52071833384988"
"1.72417532266758        3.52876711512779"
"1.74130302312027        3.56455189491741"
"1.76461569518692        3.61913609488813"
"1.78368818203297        3.67868569876725"
"1.80499625437901        3.70452194678673"
"1.82118894835660        3.74946362916910"
"1.84172724130974        3.71563067363949"
"1.86237516203121        3.73870548585221"
"1.88487054231860        3.88033052000365"
"1.90493309833721        3.83153583937629"
"1.92353908484972        3.88288964484649"
"1.94402504732638        3.97411404269801"
"1.96496758432431        3.92276586279155"
"1.98037830991075        4.02574112715309"
"2.00497917524352        3.98690922346307"
